Company,about,rating,reviews,salaries,location,jobs,interviews
Ashirvad Pipes,Building Material ,3.9,2.9k,68,Bangalore / Bengaluru +107 other locations,10,68
Vijay Sales,Retail ,4.2,2.7k,62,Mumbai +52 other locations,2,62
Alok Industries,Fashion & Textile ,3.6,3.2k,50,Silvassa / Dadra & Nagar Haveli +34 other locations,--,50
LanceSoft,Recruitment ,3.2,5.1k,67,Hyderabad / Secunderabad +29 other locations,6,67
Next Education India,EdTech ,3.2,2.7k,49,Hyderabad / Secunderabad +95 other locations,31,49
RAMTeCH Software Solutions,IT Services & Consulting ,3.7,3.4k,44,Hyderabad / Secunderabad +36 other locations,13,44
FastInfo,Internet ,4.1,866,87,Kolkata +8 other locations,--,87
C.R.I. Pumps,Industrial Machinery ,3.9,2.7k,32,Coimbatore +69 other locations,22,32
ACL Digital,IT Services & Consulting ,3.6,6.3k,88,Bangalore / Bengaluru +26 other locations,51,88
JSW Paints,Chemicals ,3.8,2.9k,97,Mumbai +166 other locations,1,97
"Commonwealth Bank of Australia, India",Financial Services ,2.8,7.4k,111,Bangalore / Bengaluru +14 other locations,15,111
Tata Starbucks,Hospitality ,4.0,1.9k,60,Mumbai +56 other locations,282,60
Sona Comstar,Auto Components ,4.0,3.8k,76,Gurgaon / Gurugram +23 other locations,1,76
Orient Electric,Consumer Electronics & Appliances ,3.6,3.3k,59,New Delhi +85 other locations,47,59
Greenlam Industries,Furniture & Furnishing ,4.1,2.9k,61,New Delhi +114 other locations,7,61
Carborundum Universal Limited,Industrial Machinery ,3.7,3.5k,38,Chennai +129 other locations,--,38
Bechtel,Engineering & Construction ,3.9,3.5k,73,Gurgaon / Gurugram +31 other locations,59,73
Centum Electronics,Electronics Manufacturing ,3.5,3.6k,27,Bangalore / Bengaluru +18 other locations,5,27
Silaris Informations,BPO ,3.0,2.8k,57,New Delhi +22 other locations,5,57
Wakefit,Furniture & Furnishing ,4.0,2.9k,78,Bangalore / Bengaluru +54 other locations,21,78
Parekh Integrated Services,Logistics ,4.1,2.7k,41,Mumbai +75 other locations,16,41
Future Focus Infotech,IT Services & Consulting ,3.4,4.2k,56,Bangalore / Bengaluru +58 other locations,--,56
Acme Cleantech Solutions,Power ,4.0,2.6k,81,Gurgaon / Gurugram +101 other locations,26,81
Magna International,Auto Components ,3.8,5.4k,52,Pune +21 other locations,92,52
Precision Infomatic M Pvt Ltd,IT Services & Consulting ,3.8,2.8k,55,Chennai +91 other locations,3,55
Birla Opus Paints,Chemicals ,4.0,1.9k,86,Mumbai +248 other locations,--,86
MAS Financial Services,NBFC ,3.7,2.2k,55,Ahmedabad +138 other locations,52,55
Athena BPO,BPO ,3.3,2.8k,56,Mumbai +38 other locations,--,56
National Health Mission,Healthcare ,3.4,2.2k,33,Guwahati +278 other locations,--,33
Serco,Analytics & KPO ,4.2,1.2k,33,Mumbai +40 other locations,--,33
Consolidated Contractors,Engineering & Construction ,4.4,1.3k,37,Mumbai +56 other locations,--,37
Intellipaat Software Solutions,EdTech ,3.8,2k,174,Bangalore / Bengaluru +16 other locations,--,174
Motherson Sumi Wiring,Electrical Equipment ,3.7,3.5k,89,Noida +40 other locations,--,89
LEAD School,EdTech ,3.3,3.3k,94,Mumbai +104 other locations,2,94
Mahindra First Choice Wheels,Internet ,3.8,3k,41,Mumbai +119 other locations,--,41
Shilpa Medicare,Pharma ,3.4,3.8k,64,Hyderabad / Secunderabad +30 other locations,4,64
Panacea Biotec,Biotechnology ,3.6,2.7k,66,Baddi +70 other locations,2,66
Ageas Federal Life Insurance,Insurance ,3.5,2.3k,55,Mumbai +124 other locations,22,55
Apar Industries,Semiconductors ,4.1,3.3k,60,Mumbai +73 other locations,2,60
Rico Auto Industries,Auto Components ,3.8,3.5k,58,Gurgaon / Gurugram +32 other locations,--,58
Nlb Services,Recruitment ,3.5,3.2k,35,Noida +21 other locations,1,35
Fedbank Financial Services,NBFC ,4.0,2.9k,46,Mumbai +163 other locations,6,46
M3M India,Real Estate ,4.0,3.2k,62,Gurgaon / Gurugram +10 other locations,--,62
Feedback Infrastructure Services,Engineering & Construction ,3.4,2.5k,47,Gurgaon / Gurugram +130 other locations,2,47
IDEMIA,Electronics Manufacturing ,3.9,3.8k,60,Noida +51 other locations,50,60
WSP,Management Consulting ,4.2,3.6k,106,Bangalore / Bengaluru +32 other locations,13,106
Porter,Internet ,3.5,3.6k,100,Bangalore / Bengaluru +31 other locations,11,100
H&M,Fashion & Textile ,3.9,3k,118,Bangalore / Bengaluru +56 other locations,91,118
Epsilon,Marketing & Advertising ,3.7,7.3k,104,Bangalore / Bengaluru +16 other locations,121,104
Swaraj Tractors,Automobile ,4.1,2.9k,38,Mohali +104 other locations,--,38
Arvind Lifestyle Brands,Retail ,4.0,2k,19,Bangalore / Bengaluru +87 other locations,43,19
Duck Creek Technologies,Software Product ,4.6,1.2k,86,Mumbai +9 other locations,39,86
Bank of India,Banking ,3.9,2.7k,52,Mumbai +182 other locations,--,52
Ups Logistics,Logistics ,3.6,4.3k,82,Pune +37 other locations,506,82
Tata Hitachi Construction Machinery,Industrial Machinery ,3.9,3k,66,Kharagpur +75 other locations,1,66
Jaya Hind Industries,Auto Components ,3.7,2.7k,63,Pune +37 other locations,--,63
Mahindra Tractors,Automobile ,4.1,2.6k,54,Nagpur +129 other locations,--,54
Parag Milk Foods,Food Processing ,4.0,2.5k,78,Mumbai +91 other locations,5,78
Wipro PARI,Industrial Automation ,3.2,3.4k,64,Pune +26 other locations,24,64
Torry Harris Integration Solutions,IT Services & Consulting ,4.3,4.5k,188,Bangalore / Bengaluru +10 other locations,13,188
KGISL,IT Services & Consulting ,3.0,5.4k,91,Coimbatore +20 other locations,17,91
Shaktiman Tirth Agro Technology,Industrial Machinery ,3.9,2.9k,63,Rajkot +64 other locations,--,63
Impact Infotech Pvt. Ltd.,IT Services & Consulting ,3.4,2.8k,58,Mumbai +74 other locations,1,58
AuthBridge Research Services,IT Services & Consulting ,3.2,3.1k,50,Gurgaon / Gurugram +21 other locations,9,50
MOURI Tech,IT Services & Consulting ,3.6,6.1k,73,Hyderabad / Secunderabad +10 other locations,103,73
Sanden Vikas,Auto Components ,4.0,2.7k,53,Faridabad +33 other locations,--,53
Royal Sundaram General Insurance,Insurance ,3.8,2.9k,24,Chennai +104 other locations,16,24
Fareportal,Internet ,3.0,3.6k,45,Gurgaon / Gurugram +14 other locations,6,45
Rohan Builders,Real Estate ,4.1,2.3k,58,Pune +71 other locations,60,58
Zudio,Retail ,3.9,1.8k,52,New Delhi +136 other locations,--,52
Satya MicroCapital,NBFC ,3.6,2.1k,67,New Delhi +179 other locations,2,67
Guardian India,Insurance ,3.9,4.4k,61,Chennai +13 other locations,6,61
enGen Global,IT Services & Consulting ,3.9,5.6k,74,Chennai +7 other locations,31,74
FIITJEE,Education & Training ,3.2,2k,56,New Delhi +48 other locations,--,56
Ather Energy,Automobile ,4.1,4.3k,70,Bangalore / Bengaluru +66 other locations,12,70
Punj Lloyd,Engineering & Construction ,4.0,1.6k,19,Gurgaon / Gurugram +70 other locations,--,19
India Shelter Finance Corporation,NBFC ,3.9,2.2k,34,Gurgaon / Gurugram +178 other locations,5,34
HP India,Consumer Electronics & Appliances ,3.8,5.7k,160,Bangalore / Bengaluru +63 other locations,2,160
Nibav Lifts,Industrial Machinery ,3.9,1.6k,99,Chennai +41 other locations,119,99
Truhome Finance,Financial Services ,3.7,2.5k,59,Mumbai +159 other locations,23,59
Casagrand,Real Estate ,3.8,4.1k,73,Chennai +19 other locations,58,73
Union Bank of India,Banking ,3.8,2.7k,38,Mumbai +149 other locations,--,38
Tata Power Solar,Power ,4.1,3k,84,Bangalore / Bengaluru +87 other locations,--,84
Luxoft,IT Services & Consulting ,3.6,5k,136,Bangalore / Bengaluru +23 other locations,437,136
Regulated Council of Immigration Consultants,Other ,5.0,--,--,Dubai +5 other locations,--,--
Nippon Koei India,Engineering & Construction ,4.8,1.2k,164,New Delhi +69 other locations,3,164
Lumen Technologies,Hardware & Networking ,4.0,4k,55,Bangalore / Bengaluru +13 other locations,4,55
Greaves Cotton,Auto Components ,4.0,2.9k,30,Aurangabad +47 other locations,9,30
Huhtamaki,Packaging ,4.0,2.7k,25,Mumbai +44 other locations,11,25
Eris Lifesciences,Pharma ,3.6,2.4k,45,Ahmedabad +89 other locations,949,45
Qinecsa Solutions,Clinical Research ,2.8,2.8k,61,Mysuru / Mysore +19 other locations,2,61
Alorica,BPO ,3.1,2.9k,89,Bangalore / Bengaluru +15 other locations,37,89
Medusind Solutions,IT Services & Consulting ,3.5,2.9k,35,Chennai +11 other locations,35,35
Ramco Systems,Software Product ,3.8,5.2k,71,Chennai +28 other locations,4,71
Freshworks,Software Product ,3.4,6.9k,179,Chennai +47 other locations,48,179
Ford Business Solutions,IT Services & Consulting ,4.1,4k,53,Chennai +51 other locations,23,53
Metso,Metals & Mining ,4.1,3.1k,82,Alwar +47 other locations,18,82
Victora Auto Private Limited,Auto Components ,4.0,3.2k,47,Faridabad +30 other locations,--,47
Vijaya Diagnostic Centre,Healthcare ,3.9,2.1k,45,Hyderabad / Secunderabad +40 other locations,100,45
eTeam,Recruitment ,3.2,3.6k,51,Bangalore / Bengaluru +19 other locations,2,51
UKG,Software Product ,3.0,5.7k,121,Noida +12 other locations,17,121
Sutherland Healthcare Solutions,Analytics & KPO ,3.7,3.9k,48,Hyderabad / Secunderabad +14 other locations,--,48
Bpo Convergence,BPO ,3.4,2k,65,Hyderabad / Secunderabad +39 other locations,2,65
Rodic Consultants,Engineering & Construction ,4.2,1.9k,43,Patna +132 other locations,10,43
Nexdigm,Management Consulting ,3.7,3.3k,68,Pune +12 other locations,532,68
Rockwell Automation,Industrial Automation ,3.7,5.5k,86,Pune +22 other locations,117,86
Clarivate,Analytics & KPO ,3.7,6.4k,93,Bangalore / Bengaluru +17 other locations,115,93
IBS Software Services,Software Product ,3.6,6.4k,120,Kochi +18 other locations,20,120
Artech Infosystems,Recruitment ,3.3,3.9k,82,Bangalore / Bengaluru +21 other locations,--,82
RR kabel,Electrical Equipment ,4.1,2.8k,68,Vadodara +115 other locations,--,68
Integra Software Services,IT Services & Consulting ,3.7,3k,41,Pondicherry / Puducherry +19 other locations,7,41
Border Security Force,Law Enforcement & Security ,4.4,1.4k,15,New Delhi +113 other locations,--,15
Sunbeam Auto,Auto Components ,3.9,2.9k,49,Gurgaon / Gurugram +30 other locations,--,49
Fluor Corporation,Engineering & Construction ,4.1,1.8k,32,Gurgaon / Gurugram +24 other locations,61,32
Forever Living Products,Fitness & Wellness ,4.3,1.5k,74,Mumbai +96 other locations,--,74
Investors Clinic,Real Estate ,3.6,1.5k,74,Noida +34 other locations,20,74
Poly Medicure,Medical Equipment ,3.5,2.9k,77,Faridabad +45 other locations,30,77
Intex Technologies,Consumer Electronics & Appliances ,3.6,1.5k,17,New Delhi +75 other locations,5,17
Linde India,Chemicals ,3.9,3.6k,56,Vadodara +55 other locations,--,56
Teamware Solutions,Recruitment ,4.2,3.2k,68,Hyderabad / Secunderabad +24 other locations,5,68
DBG Technology,Electronics Manufacturing ,3.7,2.1k,85,Rewari +24 other locations,--,85
Baxter International,Healthcare ,3.8,3.6k,50,Bangalore / Bengaluru +32 other locations,13,50
Eveready Industries,Consumer Electronics & Appliances ,3.9,2.4k,43,Kolkata +111 other locations,1,43
Bill Gosling Outsourcing India,Gurgaon / Gurugram +13 other locations,3.5,2.9k,50,Gurgaon / Gurugram +13 other locations,58,50
Principal Global Services,Insurance ,3.7,5.7k,83,Pune +11 other locations,35,83
Advik Hi Tech,Auto Components ,3.7,3k,58,Pune +30 other locations,3,58
Hitachi,Industrial Machinery ,3.9,4.6k,95,Bangalore / Bengaluru +85 other locations,32,95
Prama Hikvision India,Electronics Manufacturing ,3.6,3k,62,Mumbai +55 other locations,9,62
Zidio Development,IT Services & Consulting ,4.4,101,172,Bangalore / Bengaluru +35 other locations,--,172
Skill Lync,EdTech ,3.1,3.6k,92,Chennai +17 other locations,--,92
JK Paper,Pulp & Paper ,3.8,2.8k,63,Rayagada +52 other locations,4,63
Syneos Health,Clinical Research ,3.6,3.5k,60,Gurgaon / Gurugram +16 other locations,157,60
K Raheja Corp,Real Estate ,4.2,3k,71,Mumbai +18 other locations,25,71
Edubridge Learning,EdTech ,3.9,1.3k,66,Mumbai +63 other locations,16,66
Rashmi Group,Iron & Steel ,3.5,3.1k,51,Kharagpur +31 other locations,4,51
Qualitest,IT Services & Consulting ,3.6,6.7k,91,Bangalore / Bengaluru +22 other locations,10,91
PUMA,Fashion & Textile ,4.1,2.5k,69,Bangalore / Bengaluru +100 other locations,4,69
IFFCO,Agro Chemicals ,4.1,1.9k,52,New Delhi +114 other locations,--,52
THE LEELA PALACES HOTELS & RESORTS,Hospitality ,4.0,2.3k,35,New Delhi +33 other locations,--,35
Cigniti Technologies,IT Services & Consulting ,3.8,6.8k,86,Hyderabad / Secunderabad +9 other locations,--,86
RenewBuy,Internet ,3.3,2.9k,61,Gurgaon / Gurugram +107 other locations,--,61
NTT,IT Services & Consulting ,3.8,4.8k,68,Mumbai +42 other locations,1,68
Indo Autotech,Auto Components ,3.9,2.8k,52,Faridabad +33 other locations,--,52
Engineers India,Engineering & Construction ,4.2,3.4k,86,New Delhi +84 other locations,10,86
Praj Industries,Biotechnology ,4.0,3.2k,42,Pune +44 other locations,34,42
Zuventus Healthcare,Pharma ,3.8,2.2k,61,Mumbai +99 other locations,86,61
Five-Star Business Finance,NBFC ,4.1,2k,27,Chennai +244 other locations,2,27
Prince Pipes & Fittings,Building Material ,4.2,2.4k,53,Mumbai +82 other locations,15,53
Wipro Consumer Care & Lighting,FMCG ,3.7,3.7k,73,Bangalore / Bengaluru +119 other locations,10,73
Maveric Systems,IT Services & Consulting ,3.4,7.3k,131,Chennai +11 other locations,3,131
Zydus Healthcare,Pharma ,3.9,2.2k,60,Mumbai +106 other locations,--,60
Rallis India,Agro Chemicals ,4.1,2.5k,44,Ankleshwar +116 other locations,1,44
Pratap Technocrats,Telecom ,3.8,1.9k,34,Ahmedabad +120 other locations,3,34
Franklin Templeton Investments,Financial Services ,3.9,4k,32,Hyderabad / Secunderabad +32 other locations,55,32
AISIN,Auto Components ,4.1,2.6k,55,Rohtak +27 other locations,--,55
Careernet,Recruitment ,3.5,4.6k,46,Bangalore / Bengaluru +24 other locations,--,46
Aequs,Defence & Aerospace ,3.4,3.4k,55,Belgaum +13 other locations,14,55
Chennai Radha Engineering Works,Engineering & Construction ,3.9,2.2k,37,Chennai +58 other locations,2,37
Microtek International,Consumer Electronics & Appliances ,3.8,2.7k,52,New Delhi +120 other locations,1,52
BDO,Accounting & Auditing ,3.2,5.4k,54,Mumbai +34 other locations,--,54
Waaree Energies,Power ,4.0,3.2k,74,Surat +53 other locations,13,74
Jai Balaji Group,Iron & Steel ,3.2,3k,53,Durgapur +41 other locations,--,53
Cohance Lifesciences,Pharma ,3.8,3.1k,41,Hyderabad / Secunderabad +22 other locations,5,41
Toyo Engineering,Engineering & Construction ,4.0,3.6k,60,Mumbai +44 other locations,--,60
Ksb Pumps,Industrial Machinery ,3.8,3.3k,55,Pune +40 other locations,79,55
First Advantage,Recruitment ,3.5,5.1k,32,Bangalore / Bengaluru +12 other locations,44,32
Credence Resource Management,BPO ,3.1,3.1k,36,Pune +9 other locations,32,36
Action Construction Equipment,Industrial Machinery ,3.7,2.8k,71,Faridabad +59 other locations,--,71
Denave,Marketing & Advertising ,3.5,2.7k,45,Noida +70 other locations,35,45
Amber Enterprises India,Electronics Manufacturing ,3.9,2.9k,55,Gurgaon / Gurugram +44 other locations,10,55
Wipro Infrastructure Engineering,Industrial Machinery ,3.7,3.9k,62,Bangalore / Bengaluru +38 other locations,6,62
Lea Associates South Asia,Engineering & Construction ,4.2,1.8k,31,New Delhi +139 other locations,--,31
Ask Automotive,Auto Components ,4.2,3k,36,Gurgaon / Gurugram +29 other locations,--,36
Progressive Infotech,IT Services & Consulting ,3.3,2.7k,42,Noida +68 other locations,14,42
Better.com,Financial Services ,3.0,4k,56,Gurgaon / Gurugram +9 other locations,31,56
Reliance Smart,Retail ,4.1,2.2k,35,Hyderabad / Secunderabad +250 other locations,--,35
Somany Ceramics,Building Material ,4.1,2.7k,26,New Delhi +83 other locations,9,26
Creambell,Food Processing ,3.9,2k,44,New Delhi +104 other locations,2,44
Simplilearn,EdTech ,3.2,4.5k,114,Bangalore / Bengaluru +9 other locations,67,114
Novac Technology Solutions,Software Product ,3.7,5.3k,74,Chennai +25 other locations,41,74
Quatrro Business Support Services,Gurgaon / Gurugram +14 other locations,3.3,2.5k,60,Gurgaon / Gurugram +14 other locations,24,60
Reliance BP Mobility,Oil & Gas ,3.6,2.7k,73,Mumbai +103 other locations,8,73
Hitachi Digital Services,IT Services & Consulting ,3.5,2k,68,Hyderabad / Secunderabad +15 other locations,182,68
Creative Synergies Group,IT Services & Consulting ,4.0,2.2k,30,Bangalore / Bengaluru +9 other locations,7,30
Fleetguard Filters Private Limited,Auto Components ,4.3,2.7k,51,Pune +84 other locations,19,51
Vastu Housing Finance,NBFC ,4.2,2.2k,56,Mumbai +168 other locations,8,56
JioStar,Media & Entertainment ,3.5,4.7k,63,Mumbai +42 other locations,234,63
Consero Global Solutions,Financial Services ,3.5,3.6k,107,Bangalore / Bengaluru +10 other locations,--,107
Allied Digital Services,IT Services & Consulting ,3.2,3.3k,65,Mumbai +54 other locations,7,65
Dunzo,Internet ,3.5,3.2k,71,Bangalore / Bengaluru +20 other locations,--,71
Travel Food Services Ltd,Hospitality ,4.0,2k,47,Mumbai +35 other locations,--,47
Radical Minds,BPO ,2.9,2.6k,65,Gurgaon / Gurugram +13 other locations,8,65
1 India Family Mart,Retail ,4.6,1.5k,39,New Delhi +99 other locations,1,39
Fidelity International,Financial Services ,3.6,5.6k,57,Gurgaon / Gurugram +14 other locations,136,57
BNP Paribas India Solutions,IT Services & Consulting ,3.6,6.3k,76,Mumbai +9 other locations,2,76
Orion Edutech,EdTech ,3.1,1.4k,22,Kolkata +114 other locations,1,22
Hilti,Industrial Machinery ,3.4,3.5k,69,Gurgaon / Gurugram +47 other locations,22,69
Ramkrishna Forgings,Auto Components ,3.4,2.9k,63,Jamshedpur +28 other locations,--,63
Central Industrial Security Force,Law Enforcement & Security ,4.3,1.9k,24,New Delhi +89 other locations,--,24
CADD Centre Training Services,Education & Training ,3.9,2k,38,Chennai +134 other locations,5,38
People Tech Group,IT Services & Consulting ,2.4,5.2k,85,Hyderabad / Secunderabad +12 other locations,22,85
Samsung E&A,Engineering & Construction ,3.9,2.3k,72,Noida +47 other locations,--,72
Forvia Hella,Auto Components ,3.9,3.4k,49,Pune +32 other locations,85,49
Dineshchandra R. Agrawal Infracon,Engineering & Construction ,4.0,2.4k,58,Ahmedabad +78 other locations,9,58
BCD Travel,Travel & Tourism ,4.3,1.8k,147,Bangalore / Bengaluru +11 other locations,32,147
Assystem,Engineering & Construction ,3.3,2k,49,Chennai +68 other locations,306,49
HSBC Software Development,Pune +8 other locations,4.1,8.2k,26,Pune +8 other locations,--,26
Axtria,Software Product ,2.8,7.3k,133,Gurgaon / Gurugram +8 other locations,132,133
Bses Rajdhani Power,Power ,3.8,2.6k,55,New Delhi +22 other locations,2,55
Times Internet,Internet ,3.4,5.4k,73,Noida +24 other locations,15,73
Brane Enterprises,Software Product ,2.1,3.4k,150,Hyderabad / Secunderabad +12 other locations,--,150
Alivus Life Sciences,Pharma ,3.8,4k,41,Ankleshwar +22 other locations,3,41
McDermott International,Engineering & Construction ,4.2,3.5k,62,Chennai +33 other locations,40,62
Finolex Cables,Electrical Equipment ,3.7,2.6k,44,Pune +76 other locations,12,44
Mswipe Technologies,FinTech ,3.3,2.3k,34,Mumbai +99 other locations,--,34
Amadeus,Software Product ,3.7,6.9k,124,Bangalore / Bengaluru +14 other locations,14,124
Wapcos,Engineering & Construction ,3.3,2.3k,38,New Delhi +144 other locations,--,38
